pid,tid,url,answerId,duration,coverage
2,1,https://stackoverflow.com/questions/57222470/how-to-clone-an-array-and-push-new-value-in-a-chain,62861485,148190,1
2,1,https://stackoverflow.com/questions/57222470/how-to-clone-an-array-and-push-new-value-in-a-chain,62861508,1001,0.9424827755905512
2,1,https://stackoverflow.com/questions/57222470/how-to-clone-an-array-and-push-new-value-in-a-chain,62861559,4544,1
2,1,https://stackoverflow.com/questions/57222470/how-to-clone-an-array-and-push-new-value-in-a-chain,62861562,2752,0.648068405511811
2,1,https://stackoverflow.com/questions/57222470/how-to-clone-an-array-and-push-new-value-in-a-chain,62861601,1680,0.9678272637795275
2,1,https://stackoverflow.com/questions/57222470/how-to-clone-an-array-and-push-new-value-in-a-chain,62861645,2033,0.9721333661417323
2,1,https://stackoverflow.com/questions/57222470/how-to-clone-an-array-and-push-new-value-in-a-chain,67176299,179830,1
2,1,https://stackoverflow.com/questions/57222470/how-to-clone-an-array-and-push-new-value-in-a-chain,67176368,3249,0.9872662401574803
2,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,20547803,70467,1
2,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,21514254,2751,0.8487942913385826
2,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,31251089,2232,1
2,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,42523881,67752,1
2,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,57222470,25695,1
2,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,57222516,7216,1
2,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,57222951,7589,0.914800688976378
2,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,62861485,148190,1
2,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,62861508,1001,0.9424827755905512
2,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,62861559,4544,1
2,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,62861562,2752,0.648068405511811
2,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,62861601,1680,0.9678272637795275
2,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,62861645,2033,0.9721333661417323
2,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,67176299,179830,1
2,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,67176368,3249,0.9872662401574803
2,1,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,20547803,70467,1
2,1,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,21514254,2751,0.8487942913385826
2,1,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,31251089,2232,1
2,1,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,42523881,67752,1
2,1,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,57222470,25695,1
2,1,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,57222516,7216,1
2,1,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,57222951,7589,0.914800688976378
2,1,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,62861485,148190,1
2,1,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,62861508,1001,0.9424827755905512
2,1,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,62861559,4544,1
2,1,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,62861562,2752,0.648068405511811
2,1,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,62861601,1680,0.9678272637795275
2,1,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,62861645,2033,0.9721333661417323
2,1,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,67176299,179830,1
2,1,https://stackoverflow.com/questions/67176299/splice-method-used-on-a-copy-of-an-array-of-objects,67176368,3249,0.9872662401574803
2,6,https://stackoverflow.com/questions/28143419/express-static-keeps-routing-my-files-from-the-route,28143812,2975,0.8170214074803149
2,6,https://stackoverflow.com/questions/28143419/express-static-keeps-routing-my-files-from-the-route,55853857,87224,1
2,6,https://stackoverflow.com/questions/55853857/how-to-serve-static-files-to-different-routes-in-express,28143812,2975,0.8170214074803149
2,6,https://stackoverflow.com/questions/55853857/how-to-serve-static-files-to-different-routes-in-express,42977068,214539,1
2,6,https://stackoverflow.com/questions/55853857/how-to-serve-static-files-to-different-routes-in-express,42977199,20235,0.8812746062992126
2,6,https://stackoverflow.com/questions/55853857/how-to-serve-static-files-to-different-routes-in-express,55853857,225225,1
2,6,https://stackoverflow.com/questions/55853857/how-to-serve-static-files-to-different-routes-in-express,55854598,1452,0.725824311023622
2,6,https://stackoverflow.com/questions/42977068/express-serving-static-files-and-routing,42977068,214539,1
2,6,https://stackoverflow.com/questions/42977068/express-serving-static-files-and-routing,42977199,20235,0.8812746062992126
2,6,https://stackoverflow.com/questions/42977068/express-serving-static-files-and-routing,55854598,1452,0.725824311023622
3,2,https://stackoverflow.com/questions/56809727/sorting-an-array-of-objects-on-both-ascending-and-descending-order-on-same-click,979256,163138,1
3,2,https://stackoverflow.com/questions/56809727/sorting-an-array-of-objects-on-both-ascending-and-descending-order-on-same-click,979289,453937,0.7545709498834499
3,2,https://stackoverflow.com/questions/56809727/sorting-an-array-of-objects-on-both-ascending-and-descending-order-on-same-click,56809881,105872,0.5984120046620046
3,2,https://stackoverflow.com/questions/56809727/sorting-an-array-of-objects-on-both-ascending-and-descending-order-on-same-click,56812352,14504,0.5085591491841492
3,2,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,979256,163138,1
3,2,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,979289,453937,0.7545709498834499
3,2,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,56809881,105872,0.5984120046620046
3,2,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,56812352,14504,0.5085591491841492
3,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,149055,,1
3,1,https://stackoverflow.com/questions/3978492/fastest-way-to-duplicate-an-array-in-javascript-slice-vs-for-loop,3978492,,1
3,6,https://stackoverflow.com/questions/68489291/how-to-set-express-static-path-when-app-is-in-dependency-module,68489291,,1
3,6,https://stackoverflow.com/questions/68489291/how-to-set-express-static-path-when-app-is-in-dependency-module,68489611,5427,0.5878132284382285
4,2,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,979256,50141,1
4,2,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,979289,50286,0.7831504606527968
4,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,149055,10957,1
4,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,16233919,51807,1
4,3,https://stackoverflow.com/questions/12462318/find-a-value-in-an-array-of-objects-in-javascript,12462318,99462,1
4,3,https://stackoverflow.com/questions/12462318/find-a-value-in-an-array-of-objects-in-javascript,12462414,6740,0.9804271156885034
4,5,https://stackoverflow.com/questions/40459932/how-to-subtract-2-dates-on-momentjs,40459932,,1
4,5,https://stackoverflow.com/questions/40459932/how-to-subtract-2-dates-on-momentjs,40460820,3296,0.8449255485893417
4,5,https://stackoverflow.com/questions/68756983/how-add-and-subtract-days-using-moment-js-for-the-given-timestamp-value,68756983,,1
4,5,https://stackoverflow.com/questions/68756983/how-add-and-subtract-days-using-moment-js-for-the-given-timestamp-value,68757386,38461,0.8541144128877167
4,6,https://stackoverflow.com/questions/55853857/how-to-serve-static-files-to-different-routes-in-express,55853857,205529,1
4,6,https://stackoverflow.com/questions/55853857/how-to-serve-static-files-to-different-routes-in-express,55854598,29941,0.7540164576802508
4,6,https://stackoverflow.com/questions/27734164/serve-out-static-route-with-express-with-redirect-and-middleware,27734303,83046,0.5642828866605848
4,6,https://stackoverflow.com/questions/27734164/serve-out-static-route-with-express-with-redirect-and-middleware,55285668,27740,1
4,6,https://stackoverflow.com/questions/27734164/serve-out-static-route-with-express-with-redirect-and-middleware,55285916,72360,0.7080525365369074
4,6,https://stackoverflow.com/questions/27734164/serve-out-static-route-with-express-with-redirect-and-middleware,55289687,9950,0.7850117459192545
4,6,https://stackoverflow.com/questions/27734164/serve-out-static-route-with-express-with-redirect-and-middleware,66258861,66861,1
4,6,https://stackoverflow.com/questions/27734164/serve-out-static-route-with-express-with-redirect-and-middleware,66258942,65868,0.8479036074073337
4,6,https://stackoverflow.com/questions/66258861/creating-routing-for-a-static-site-using-express,66258861,66861,1
4,6,https://stackoverflow.com/questions/66258861/creating-routing-for-a-static-site-using-express,66258942,65868,0.8479036074073337
4,6,https://stackoverflow.com/questions/55285668/express-static-doesnt-route-the-static-files,27734164,,1
4,6,https://stackoverflow.com/questions/55285668/express-static-doesnt-route-the-static-files,55285668,27740,1
4,6,https://stackoverflow.com/questions/55285668/express-static-doesnt-route-the-static-files,55285916,72360,0.7080525365369074
4,6,https://stackoverflow.com/questions/55285668/express-static-doesnt-route-the-static-files,55289687,9950,0.7850117459192545
5,2,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,979256,,1
5,3,https://stackoverflow.com/questions/12462318/find-a-value-in-an-array-of-objects-in-javascript,12462318,,1
5,3,https://stackoverflow.com/questions/12462318/find-a-value-in-an-array-of-objects-in-javascript,12462414,130641,0.9790933098591549
5,1,https://stackoverflow.com/questions/3978492/fastest-way-to-duplicate-an-array-in-javascript-slice-vs-for-loop,3978492,6163,1
5,1,https://stackoverflow.com/questions/3978492/fastest-way-to-duplicate-an-array-in-javascript-slice-vs-for-loop,20547803,32761,0.7085534037558685
5,5,https://stackoverflow.com/questions/40459932/how-to-subtract-2-dates-on-momentjs,40459932,,1
5,5,https://stackoverflow.com/questions/40459932/how-to-subtract-2-dates-on-momentjs,40460820,101196,0.8840045481220657
5,5,https://stackoverflow.com/questions/41505492/how-to-subtract-one-month-using-moment-js,41505492,3589,1
5,5,https://stackoverflow.com/questions/41505492/how-to-subtract-one-month-using-moment-js,41505553,21024,0.5756675469483568
5,6,https://stackoverflow.com/questions/60878869/express-routes-to-serve-directory-of-static-content,60878869,47351,1
5,6,https://stackoverflow.com/questions/60878869/express-routes-to-serve-directory-of-static-content,65115458,114186,1
5,6,https://stackoverflow.com/questions/65115458/how-to-serve-static-files-in-expressjs-on-some-paths-and-not-others,60878869,47351,1
5,6,https://stackoverflow.com/questions/65115458/how-to-serve-static-files-in-expressjs-on-some-paths-and-not-others,65115458,114186,1
6,2,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,979256,67163,1
6,2,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,979289,65725,1
6,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,149055,,1
6,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,16233919,6626,1
6,3,https://stackoverflow.com/questions/12462318/find-a-value-in-an-array-of-objects-in-javascript,12462318,3558,1
6,1,https://stackoverflow.com/questions/3978492/fastest-way-to-duplicate-an-array-in-javascript-slice-vs-for-loop,3978492,7263,1
6,5,https://stackoverflow.com/questions/29651815/format-date-and-subtract-days-using-moment-js,29651815,,1
6,6,https://stackoverflow.com/questions/36395563/static-routing-in-node-express,36395563,3554,1
7,2,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,979256,40875,1
7,2,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,979289,73320,0.7470618018988056
7,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,149055,,1
7,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,16233919,164266,0.5967578829965331
7,3,https://stackoverflow.com/questions/12462318/find-a-value-in-an-array-of-objects-in-javascript,12462318,,1
7,3,https://stackoverflow.com/questions/12462318/find-a-value-in-an-array-of-objects-in-javascript,12462414,4631,0.6768490405792885
7,1,https://stackoverflow.com/questions/3978492/fastest-way-to-duplicate-an-array-in-javascript-slice-vs-for-loop,3978492,11265,1
7,1,https://stackoverflow.com/questions/3978492/fastest-way-to-duplicate-an-array-in-javascript-slice-vs-for-loop,20547803,5065,0.733738606461638
7,1,https://stackoverflow.com/questions/3978492/fastest-way-to-duplicate-an-array-in-javascript-slice-vs-for-loop,21514254,2383,0.8191996055533458
7,1,https://stackoverflow.com/questions/3978492/fastest-way-to-duplicate-an-array-in-javascript-slice-vs-for-loop,31251089,2317,0.6396149980260971
7,5,https://stackoverflow.com/questions/24428656/subtract-time-from-date-moment-js,24428656,1185,1
7,5,https://stackoverflow.com/questions/24428656/subtract-time-from-date-moment-js,24428984,90614,0.6509371818380153
7,5,https://stackoverflow.com/questions/24428656/subtract-time-from-date-moment-js,27492540,41262,0.8604356017880889
7,5,https://stackoverflow.com/questions/24428656/subtract-time-from-date-moment-js,57287372,27247,0.7853850158876924
8,2,https://stackoverflow.com/questions/1063007/how-to-sort-an-array-of-integers-correctly,1063007,20108,1
8,2,https://stackoverflow.com/questions/1063007/how-to-sort-an-array-of-integers-correctly,1063027,211676,0.851671511627907
8,4,https://stackoverflow.com/questions/64297528/how-to-format-currency-in-javascript,149055,34433,1
8,4,https://stackoverflow.com/questions/64297528/how-to-format-currency-in-javascript,16233919,7014,0.6241642441860465
8,4,https://stackoverflow.com/questions/64297528/how-to-format-currency-in-javascript,64297528,,1
8,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,149055,34433,1
8,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,16233919,7014,0.6241642441860465
8,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,64297528,,1
8,3,https://stackoverflow.com/questions/52460473/find-object-with-specific-value-in-array,52460473,,1
8,3,https://stackoverflow.com/questions/52460473/find-object-with-specific-value-in-array,52460509,16620,0.5347020348837209
8,1,https://stackoverflow.com/questions/3978492/fastest-way-to-duplicate-an-array-in-javascript-slice-vs-for-loop,3978492,,1
8,1,https://stackoverflow.com/questions/3978492/fastest-way-to-duplicate-an-array-in-javascript-slice-vs-for-loop,62861485,29856,1
8,1,https://stackoverflow.com/questions/3978492/fastest-way-to-duplicate-an-array-in-javascript-slice-vs-for-loop,62861559,50400,0.5229832848837209
8,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,3978492,,1
8,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,62861485,29856,1
8,1,https://stackoverflow.com/questions/62861485/make-clone-of-array-not-copy-of-reference-and-modify-the-new-array,62861559,50400,0.5229832848837209
8,5,https://stackoverflow.com/questions/52586726/javascript-moment-js-how-to-check-if-date-is-previous-date,52586726,22154,1
8,5,https://stackoverflow.com/questions/33440646/how-to-properly-add-1-month-to-current-date-in-moment-js,33440646,6410,1
8,5,https://stackoverflow.com/questions/33440646/how-to-properly-add-1-month-to-current-date-in-moment-js,33440963,63851,0.6855014534883721
8,6,https://stackoverflow.com/questions/65115458/how-to-serve-static-files-in-expressjs-on-some-paths-and-not-others,65115458,,1
8,6,https://stackoverflow.com/questions/65115458/how-to-serve-static-files-in-expressjs-on-some-paths-and-not-others,65116954,7790,0.5228197674418604
8,6,https://stackoverflow.com/questions/17831942/serve-pdf-files-using-node-js-express,17831942,14578,1
9,2,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,979256,4012,1
9,2,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,979289,6180,0.7939762443438914
9,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,149055,7374,1
9,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,16233919,56691,1
9,6,https://stackoverflow.com/questions/28918845/what-exactly-does-serving-static-files-mean,26145451,35317,1
9,6,https://stackoverflow.com/questions/28918845/what-exactly-does-serving-static-files-mean,26152339,2668,1
9,6,https://stackoverflow.com/questions/28918845/what-exactly-does-serving-static-files-mean,28918845,,1
9,6,https://stackoverflow.com/questions/28918845/what-exactly-does-serving-static-files-mean,34325733,4083,0.6924137443438914
9,6,https://stackoverflow.com/questions/26145451/how-do-i-serve-static-files-through-node-js-locally,26145451,35317,1
9,6,https://stackoverflow.com/questions/26145451/how-do-i-serve-static-files-through-node-js-locally,26152339,2668,1
9,6,https://stackoverflow.com/questions/26145451/how-do-i-serve-static-files-through-node-js-locally,28918845,,1
9,6,https://stackoverflow.com/questions/26145451/how-do-i-serve-static-files-through-node-js-locally,34325733,4083,0.6924137443438914
9,6,https://stackoverflow.com/questions/61090344/express-how-to-always-serve-static-directory,61090344,2900,1
9,6,https://stackoverflow.com/questions/61090344/express-how-to-always-serve-static-directory,61090531,11771,0.7968396493212669
10,2,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,979256,,1
10,2,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,54623130,72328,1
10,2,https://stackoverflow.com/questions/979256/sorting-an-array-of-objects-by-property-values,54623139,6951,0.5356309085236597
10,2,https://stackoverflow.com/questions/54623130/javascript-sort-an-array-of-objects-by-a-numeric-property-in-each-object,979256,,1
10,2,https://stackoverflow.com/questions/54623130/javascript-sort-an-array-of-objects-by-a-numeric-property-in-each-object,54623130,72328,1
10,2,https://stackoverflow.com/questions/54623130/javascript-sort-an-array-of-objects-by-a-numeric-property-in-each-object,54623139,6951,0.5356309085236597
10,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,149055,34301,1
10,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,149099,7740,0.7142414118059355
10,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,149126,1530,0.5136032271437363
10,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,149371,3795,0.7940919070588159
10,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,8363954,3562,0.5688183740661754
10,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings,37626980,12961,0.7114514908070637
10,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings/5681208,149055,34301,1
10,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings/5681208,149099,7740,0.7142414118059355
10,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings/5681208,149126,1530,0.5136032271437363
10,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings/5681208,149371,3795,0.7940919070588159
10,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings/5681208,8363954,3562,0.5688183740661754
10,4,https://stackoverflow.com/questions/149055/how-to-format-numbers-as-currency-strings/5681208,37626980,12961,0.7114514908070637
10,4,https://stackoverflow.com/questions/4022171/how-do-i-print-currency-format-in-javascript,4022171,,1
10,4,https://stackoverflow.com/questions/4022171/how-do-i-print-currency-format-in-javascript,52453070,5334,0.571900081843203
10,1,https://stackoverflow.com/questions/3978492/fastest-way-to-duplicate-an-array-in-javascript-slice-vs-for-loop,23481165,3852,1
10,1,https://stackoverflow.com/questions/44808882/cloning-an-array-in-javascript-typescript,46935425,45559,1
